"Problem","Severity","Normalized Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"2815","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningLoginFormController.cls","32","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2816","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningLoginFormController.cls","41","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2817","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningLoginFormController.cls","54","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2818","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningLoginFormControllerTest.cls","2","21","ApexUnitTestShouldNotUseSeeAllDataTrue","Apex unit tests should not use @isTest(seeAllData = true)","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexunittestshouldnotuseseealldatatrue","Best Practices","pmd"
"2819","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningLoginFormControllerTest.cls","5","9","MethodNamingConventions","The test method name 'LightningLoginFormControllerInstantiation' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"2820","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningLoginFormControllerTest.cls","7","3","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2821","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningLoginFormControllerTest.cls","12","3","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2822","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningLoginFormControllerTest.cls","17","3","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2823","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningLoginFormControllerTest.cls","22","3","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2824","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningLoginFormControllerTest.cls","28","3","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2825","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","1","1","ApexSharingViolations","Apex classes should declare a sharing model if DML or SOQL/SOSL is used","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexsharingviolations","Security","pmd"
"2826","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","1","8","AvoidGlobalModifier","Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier","Best Practices","pmd"
"2827","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","1","8","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2828","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","1","8","StdCyclomaticComplexity","The class 'LightningSelfRegisterController' has a Standard Cyclomatic Complexity of 4 (Highest = 15).","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"2829","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","1","8","CognitiveComplexity","The class 'LightningSelfRegisterController' has a total cognitive complexity of 62 (highest 28), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"2830","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","3","5","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"2831","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","3","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2832","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","27","19","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"2833","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","27","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2834","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","27","19","StdCyclomaticComplexity","The method 'selfRegister' has a Standard Cyclomatic Complexity of 15.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"2835","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","27","19","NcssMethodCount","The method 'selfRegister()' has an NCSS line count of 68 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"2836","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","27","19","CognitiveComplexity","The method 'selfRegister(String, String, String, String, String, String, String, String, String, Boolean)' has a cognitive complexity of 28, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"2837","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","27","19","CyclomaticComplexity","The method 'selfRegister(String, String, String, String, String, String, String, String, String, Boolean)' has a cyclomatic complexity of 20.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"2838","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","86","21","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"2839","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","91","76","ApexOpenRedirect","Apex classes should safely redirect to a known location","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexopenredirect","Security","pmd"
"2840","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","107","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2841","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterController.cls","126","19","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2842","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","2","21","ApexUnitTestShouldNotUseSeeAllDataTrue","Apex unit tests should not use @isTest(seeAllData = true)","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexunittestshouldnotuseseealldatatrue","Best Practices","pmd"
"2843","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","7","3","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2844","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","8","3","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2845","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","9","3","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2846","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","10","3","ApexAssertionsShouldIncludeMessage","'System.assert' should have 2 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2847","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","15","3","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2848","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","22","3","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2849","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","23","3","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2850","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","24","3","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2851","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","25","3","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2852","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","26","3","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2853","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","27","3","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2854","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","35","3","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2855","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","47","3","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2856","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","52","3","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2857","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","57","3","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2858","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","70","3","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2859","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","74","9","MethodNamingConventions","The test method name 'LightningSelfRegisterControllerInstantiation' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"2860","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/LightningSelfRegisterControllerTest.cls","76","3","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"2861","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","1","21","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2862","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","1","21","StdCyclomaticComplexity","The class 'MRFDownloadController' has a Standard Cyclomatic Complexity of 2 (Highest = 21).","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"2863","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","1","21","CognitiveComplexity","The class 'MRFDownloadController' has a total cognitive complexity of 66 (highest 28), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"2864","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","1","21","CyclomaticComplexity","The class 'MRFDownloadController' has a total cyclomatic complexity of 42 (highest 21).","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"2865","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","3","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2866","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","7","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2867","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","11","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2868","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","15","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2869","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","19","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2870","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","23","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2871","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","27","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2872","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","31","40","FieldDeclarationsShouldBeAtStart","Field declaration for 'folderMap' should be before method declarations in its class","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#fielddeclarationsshouldbeatstart","Code Style","pmd"
"2873","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","32","38","FieldDeclarationsShouldBeAtStart","Field declaration for 'fileMap' should be before method declarations in its class","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#fielddeclarationsshouldbeatstart","Code Style","pmd"
"2874","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","33","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2875","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","37","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2876","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","42","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2877","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","46","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2878","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","50","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2879","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","63","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2880","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","63","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2881","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","64","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2882","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","64","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2883","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","66","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2884","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","66","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2885","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","69","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2886","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","78","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2887","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","78","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2888","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","87","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"2889","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","87","12","StdCyclomaticComplexity","The method 'getDocuments' has a Standard Cyclomatic Complexity of 21.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"2890","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","87","12","NcssMethodCount","The method 'getDocuments()' has an NCSS line count of 98 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"2891","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","87","12","CognitiveComplexity","The method 'getDocuments(String)' has a cognitive complexity of 28, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"2892","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","87","12","CyclomaticComplexity","The method 'getDocuments(String)' has a cyclomatic complexity of 21.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"2893","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","91","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2894","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","91","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2895","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","94","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"2896","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","94","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"2897","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","102","39","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"2898","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","109","42","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"2899","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","115","52","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"2900","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/MRFDownloadController.cls","117","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
